Référence	ContexteGauche	Pivot	ContexteDroit
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROadv, i2|i|y, y, nima4, 199, 0 111 498	yy des lor voiant lor abati lor seignor	i es	te rendi a paris a ta cort apres fu mort par dedenz
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROimp, i2|i|y, il, nima4, 211, 0 111 591	de tele chose me tenisse a bricon quant	i en	ving a mon oste guion qui m envoia par mer en zz
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, nima4, 262, 0 111 961	est vos sens devenuz len soloit dire que	j estoie	vos druz et chevauchoie les bons chevax cremuz et vos servoie par
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROadv, i2|i|y, y, nima4, 563, 0 114 229	itel chose que fame a home quiert se	i es	seusse ne m en fusse aprochiez qui me donast yy xxfs de
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROimp, i2|i|y, il, nima4, 710, 0 115 333	dangier grans merciz sire " xm respondie "	i e	assez quanqu i m est mestier mes d une chose vos vodroie
g, PRO:pers:suj:1:sg:unb, PRO:pers, PONfbl, je, Ga, nima4, 1142, 0 118 512	mes de la cite la vile est bone	g i	vodre demorer ia ne verrez demain midi passé vespres sonner ne soleil
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, nima4, 1217, 0 119 072	m entrepristrent li ieune bacheler et marcheanz que	j avoie	emblé a lor coutiax me creverent le nes puis me lessierent aler
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROadv, i2|i|y, y, nima4, 1243, 0 119 251	que nus peut ne venir n aler se	i en	estoie creuz et escoutez nos le ferons correcié et iré vez son
i, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, il|je, y, nima4, 1344, 0 119 998	quiert en noiron pre encui savez quel avoir	i e	amené et tu harpins ausi desmesuré por qu as ma barbe et
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, nimb1, 33, 0 122 032	'ia orroiz verite de cel palais ou	j ai	grant piece esté assez i ai oi et escouté nostre empereres a
i, PRO:pers:suj:1:sg:unb, PRO:pers, PROimp, il|je, il, nimb1, 193, 0 123 269	comme zz ours puis fu tele heure que	i en	oi grant paour quant repairai de aa michiel du mont et j
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, nimb1, 195, 0 123 282	quant repairai de aa michiel du mont et	j encontrai	richart le viel le rous ciz estoit peres au normant orguellous chevaliers
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, nimb1, 249, 0 123 673	qu ot ou chief a l escharboucle que	g i	vi flamboier tel li donnai de mon trenchant espiel que il chai
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, nimb1, 259, 0 123 749	mi ami arrier tant t ai servi que	j ai	chanu le chief n i ai conquis vaillissant zz denier dont ja
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, nimb1, 411, 0 124 859	vous otroi volentiers de tout l empire que	j ai	a iusticier non ferai sire " xm respondie 'je ne l
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, nimb1, 434, 0 125 039	ja en orras verte de cel palais ou	j ai	lonc tans esté a loeys ai tencié et parlé molt l ai
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, nimb1, 609, 0 126 381	vous vient a talant si m aist diex	j en	sui grainz et dolanz frans chevaliers or venez dont avant je ferai
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, nimb1, 650, 0 126 699	n avez neant si com je fis quant	j estoie	en jouvent que par l apostre que quierent peneant ja de la
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, nimb1, 1453, 0 132 654	respont en la place 'por ce se	j ai	mes grans solers de vacche et mes conrois et ma cotele gaste
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, nimb1, 1463, 0 132 731	em bas a recelee 'por ce se	j ai	mes chauces emboees et ma cotele qui est et grant et lee
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, nimb1, 1484, 0 132 886	en crois fu penez ancui savrez quel avoir	j ai	mené et tu harpin cuvert desmesurez por quoi m as tu yy
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, nimb1, 1562, 0 133 464	gent qui de dieu n ont confort quant	j es	puis prendre a honte mes les cors saches de fit venus ies
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, nimb2, 122, 0 134 817	comme zz ours puis fu tele heure que	g en	oi grant paor quant repere de saint michiel du mont et g
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, nimb2, 124, 0 134 830	quant repere de saint michiel du mont et	g encontre	le duc richart le rous cil estoit pere ancelin l orgueillous chevaliers
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, nimb2, 188, 0 135 304	mes amis arrier tant t ai servi que	j ai	chenu le chief n i ai conquis qui vaille zz seul denier
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, nimb2, 345, 0 136 465	vous otroi volentiers de tout l empire que	j ai	a justicier non ferai sire " xm respondie je ne l feroie
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, nimb2, 545, 0 137 996	vous vient a talent si m ain diex	g en	sui grains et dolent franc chevalier or venez dont avant ge ferai
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, nimb2, 586, 0 138 320	n avez noiant si com je fis quant	g estoie	en jouvent que par l apostele que querent peneant ja de la
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, nimb2, 1282, 0 143 492	vous dirai voir volentiers et de gre quant	g iere	joene et en meilleur ae zz marcheant qui ert de grant parente
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, nimb2, 1392, 0 144 307	maintenant en la place 'pour ce se	j ai	mes granz solers de vache mauves conroi et ma cotele gaste si
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, nimb2, 1402, 0 144 383	em bas a recelee 'pour ce se	j ai	mes chauces emboés et ma cotele qui est et grant et lee
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, nimb2, 1423, 0 144 539	en croiz fu pené ancui savrez quel avoir	j ai	mené et tu harpin cuvert desmesuré pour quoi m as tu yy
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROadv, i2|i|y, y, nimc, 60, 0 145 925	" ia orrés verite de cel palais ou	i ai	grant piece esté la iou ai asses oi et escouté nostre empereres
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROadv, i2|i|y, y, nimc, 101, 0 146 231	t ai furni maint fort estor campel dont	i ai	ocis maint gentil baceler dont li pechie me sont el cors entré
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROadv, i2|i|y, y, nimc, 188, 0 146 890	sui ensi tornés c est li loiers que	i en	ai conquesté mal dehe ait qui onques en ot el onques n
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROadv, i2|i|y, y, nimc, 261, 0 147 424	en l eve se l mangierent poisson mais	i en	eusse le nuit mais guerredon de son lignage dont il i ot
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, nimc, 277, 0 147 541	et en mon lit por mon cors aaisier	j estoie	ia armés et haubergié a yy hommes molt bien aparellié de tref
i, PRO:pers:suj:1:sg:unb, PRO:pers, PROimp, il|je, il, nimc, 293, 0 147 653	car me venés aidier or me sekeur que	i en	ai grant mestier pitie en oi quant ie t oi huchier a
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROadv, i2|i|y, y, nimc, 318, 0 147 843	li tiens diex venus on soloit dire que	i estoie	tes drus et chevalchoies tes chevals et tes mus si vos servoie
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROadv, i2|i|y, y, nimc, 459, 0 148 853	vos otroi volentiers de tot mon regne que	i ai	a iustichier " xm l ot si prist a sousploier " non
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROadv, i2|i|y, y, nimc, 562, 0 149 650	paiens mescreans de pierefiere les fiels malasalant se	i ai	cest don autre ne vos demant si abatrai les synagoges grant les
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROadv, i2|i|y, y, nimc, 827, 0 151 566	durement airés que diront cil loé baceler que	i ai	de france avoec moi mené se il ne font auques leur volente
i, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, il|je, y, nimc, 1142, 0 153 838	frere ne enfant oil " fait il "	i ai	yy enfans tuit sont petit n en i a que yy grans
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, nimc, 1163, 0 153 990	aime gherre que la pais longement et que	g i	gaing et menu et souvent " et dist li rois " amis
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, nimc, 1261, 0 154 725	quant ie fui iovenes et de petit ae	j estoie	leres ia ne vos ert celé copoie borses et grans gorles fermés
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROadv, i2|i|y, y, nimc, 1288, 0 154 918	n est homme que laens soit entrés se	i en	estoie creus et escoutés vos le ferés courechié et irés grant est
i, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, il|je, y, nimc, 1365, 0 155 497	parla xm a celee " por che se	i ai	ma chape deschiree et ma gonnele est tote depanee pottant si est
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, nimc, 1475, 0 156 311	en ferai com mi ancissor fisent et se	j otroie	que ie ta loy tenisse par mahommet ne la tendroie ie mie
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, nimd, 108, 0 163 245	guerpisses vidasses li les chastes et les villes	j o	desconfit voiant tout son anpire de cest servisse ne te manbra il
j, PRO:pers:suj:1:sg:unb, PRO:clit, PROadv, i2|y, y, nimd, 117, 0 163 315	par folie a mon cenbeil estoient yy yy	j es	ai perdus dans rois en ton servisse de cest servisse ne vos
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, nimd, 214, 0 164 092	tuai conme lous puis fut lou jor que	g en	ai grant paor je chevalchoie par normendie solz si encontrai lou viel
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, nimd, 232, 0 164 224	et si ocis les filz borriaus tos yy	j es	desconfis a m espee la longue pris dangobert qui estoit de beauconne
j, PRO:pers:suj:1:sg:unb, PRO:pers, ADVgen, je, jà, nimd, 322, 0 164 890	looys qu est li tens devenus chascons disoit	j estoie	vos drus de vostre alene et chauciés et vestus mal dehait qui
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROadv, i2|i|y, y, nimd, 506, 0 166 295	terre que vos me devissés oil voir oncles	i en	suis tos porpansés c est gloriete et porpaillart sus mer les tors
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, nimd, 562, 0 166 706	lune de mon haubert iert tinte la tointure	j en	cuit panser apres la deu aiue or ne seis rois conment l
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, nimd, 1167, 0 171 231	bruit et lou barne mon grant charrai que	j ai	ci assanblé et me conduis a nimes la cite xxms puissons ocire
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, nimd, 1251, 0 171 871	" respont xm " ja l orés maintenant	j ai	nom triacle par lou mien esciant " dient xxm " c est
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, nimd, 1275, 0 172 058	li cuens " ja n orés verites cant	j estoie	anfes meschins et bacheler a une foire m en alai por anbler
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, nimd, 1334, 0 172 516	ne l antandit guaire " por tant se	j ai	ma grant gonelle gaste portant suis ge xm fierebrace bien sai ferir
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, nimd, 1338, 0 172 545	fut hui si tiree ma barbe pourtant se	j ai	ma gonelle gastee solers de buef et ces grans chauces lees pourtant
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, nimd, 1412, 0 173 116	por xxms n iert mais mes noms celés	j ai	nom xm lou marchis au cor neis qui prent par force ceste
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, aiol, 710, 0 176 265	ne querrai ja autre en mon vivent jusques	j orai	de lui le covenent car chou est li plus riches de mes
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, aiol, 726, 0 176 329	mervelle que ne me fent li ceurs que	j ai	el ventre tout esranment quant or s en va mes enfes si
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, aiol, 806, 0 176 610	c est boins qui vous vient si aprochant	j ai	hermites esté yy ans si sai d astrenomie le covenant je vos
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, aiol, 1153, 0 177 887	tu me garis de mort et d encombrier	j ai	men pere malade el bos laisié peu m a apris d estor
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, aiol, 1553, 0 179 387	c or ne l savés elies peres que	j ai	si grant bataille chi afinee dieus si lie en fuisiés avise mere
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, thA, 159, 0 186 318	uos dirai queqe ge si uos uis que	g i	folej die quj melz en sara dire ia deues me n en
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, thebefrag, 163, 0 187 565	i amender un poi si vos dirai que	g en	xxx si vos est vis que g i folei die qui melz
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, thebefrag, 164, 0 187 573	g en xxx si vos est vis que	g i	folei die qui melz en sara dire ja deves n en sordra
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, michel, 26, 0 188 046	durent les miracles resunt escrit dejoste cen que	j ei	ai dit celz vers ici or fenirai e mon romanz commencerai quant
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROper, i2|i|y, il, chevreS, 62, 0 194 847	de l escrit qui fu el baston que	i e	dit que longues ot illec esté et atendu et seiorné por espier
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROadv, i2|i|y, y, chevreS, 118, 0 195 151	vos en ai la uerite du lai dont	i ai	ici conté jadis auient en normendie vne auenture mut oie de deus
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, elid, 729, 0 201 669	mesprisun ne de mesfet mes al pais u	j ai	esté ai al rei plevi e juré que jeo dei a lui
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROadv, i2|i|y, y, equiS, 102, 0 206 693	hastiuement s ele sentist ce que ie sent	i en	n perdroie ceste dolor he diex tant a desiqu au ior se
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROadv, i2|i|y, y, equiS, 133, 0 206 886	n en dout noient tost m auriez entrelesssie	i en	seroie molt empoirie se ainsi fust que vos amasse et uostre requeste
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, guigP, 340, 0 215 067	ia ne serai nul ior si ose que	j en	isse s il ne l conmande v me sire ne me demande
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, guigP, 342, 0 215 081	l conmande v me sire ne me demande	j ai	ci ma cambre et ma capele ensanble o moi ceste pucele se
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, guigP, 661, 0 216 973	cest mal sosfrir se je peusce m escaper	j alasce	v fustes mis en mer " quant ce ot dit se lieue
i, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, il|je, y, guigS, 320, 0 220 019	ja nule foiz n iere tant ose que	i en	isse mau feus l estende se mes sires ne l me conmande
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, guigS, 522, 0 221 195	" fet il 'ne l dites mes	j en	aie ie ioie ne pes quant uers nule autre amor n aiez
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, lanvalC, 614, 0 226 653	kar de demorer n aueit cure 'reis	j ai	amé vn toen vassal veez le la ce est launual acheisoné fu
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, lanvalP, 610, 0 234 213	car de demourer n auoit cure 'rois	g ai	amé tien vassal uees le la segnor lanual acoisonés fu en ta
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, milonS, 43, 0 239 387	quant li plera si uien por moi et	g irai	ensemble o toi " cil prent congie a tant le let a
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, milonS, 188, 0 240 216	amis nus ne parole a li mes neporquant	g irai	sauoir se ge porroie leu auoir s en peusse mener ie te
i, PRO:pers:suj:1:sg:unb, PRO:clit, PROadv, i2|i|y, y, milonS, 442, 0 241 656	ie uos dirai de mon pere tant con	i en	sai ie cuit qu il est de gares nez et si est
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, milonS, 488, 0 241 924	le filz respont 'par foi biau pere	j asemblerai	vos et ma mere son seignor qu ele a ociraai et espouser
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, narcA, 187, 0 246 327	travail " 'il m est avis que	j ai	dur lit " 'de dieu soient tuit cil maudit " '
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, narcA, 329, 0 247 408	amors conseil trover " 'se cil que	j aime	autant m amast " 'et il seust c on en parlast
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, narcA, 362, 0 247 678	'quant ert des autres esloingniez " '	g irai	et li charrai aus piez " 'crierai lui por dieu merci
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, narcA, 423, 0 248 103	'quant il vendra " 'donez que	j aie	hardement " 'de lui bien dire mon talent " atant fine
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, narcA, 547, 0 249 064	dane vit il tes piez " 'que	j avoie	si espinez " 'et si n est mie porpenssez " '
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, narcA, 660, 0 249 935	m ocist " 'dieus entent ele que	j ai	dit " 'nenil par dieu trop est parfont " 'par
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, narcA, 761, 0 250 789	m estuet et moi que chaut " '	j ai	perdue joie et solas " 'mieus vueil morir isnellepas " '
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, narcA, 788, 0 250 978	lieu ai mis m entente " 'que	j en	pert joie et ma jovente " 'or sai de fi et
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, narcA, 802, 0 251 101	est ce dont me dueil " 'que	j aim	et s ai ce que je vueil " 'or ne sai
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, narcA, 807, 0 251 147	ce puis je trover en moi " '	j aim	moi meisme c est folie " 'ainc mes ne fu tel
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, narcA, 851, 0 251 530	je mon talant " 'ne sai qui	j aim	et sui amez " 'et ce que j aim si m
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, narcA, 852, 0 251 540	et sui amez " 'et ce que	j aim	si m aime assez " 'ne n est pas en meillor
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, narcA, 860, 0 251 616	il ne m ot " 'parent que	j aie	n en set mot " 'que sont ore tuit devenu "
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, narcA, 888, 0 251 842	ou si apoier mon corage " 'que	j abessaisse	ceste rage " 'que amors m a si eschaufé " '
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, narcB, 317, 0 254 293	amors conseil trover " 'se cil que	j aim	autant m amast " 'et il en fust qui en parlast
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, narcB, 346, 0 254 535	'quant ert des autres esloigniez " '	g irai	et li cherrai as piez " 'conterai li la grant haschie
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, narcB, 407, 0 254 960	'quant il venra " 'donez que	j aie	hardement " 'de dire lui tot mon talant " a tant
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, narcB, 533, 0 255 937	dane vit il tes piez " 'que	j avoie	si espinez " 'or ne s est mie porpensez " '
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, narcB, 569, 0 256 256	'voire est ce est forsenerie " '	g estoie	en pais or sui en guere " 'vrais dieus du ciel
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, narcB, 645, 0 256 802	m ocit " 'dieus entent ele que	j ai	dit " 'nenil ce cuit trop est parfont " 'par
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, narcB, 703, 0 257 328	tu en saiges tant sanz mestre " '	j ai	bon maistre qui ce me dit " 'qui dedenz le cors
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, narcB, 762, 0 257 777	fol leu ai mis m entente " que	g en	pert joie et ma jovente " 'or sai de fi et
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, narcB, 776, 0 257 902	est ce dont me dueil " 'que	j aim	et s ai ce que ge vueil " 'or ne sai
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, narcB, 781, 0 257 948	ce puis ge trover en moi " '	j aim	moi meisme c est folie " 'fu onques mais tel raige
g, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, narcB, 807, 0 258 166	il riens nenil por voir " 'puisque	g es	apel toz et pri " 'et de moi n ont nule
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, narcB, 825, 0 258 332	ge mon talent " 'ne sai que	j aim	et sui amez " 'et ce que j aim me raime
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, narcB, 826, 0 258 342	et sui amez " 'et ce que	j aim	me raime assez " 'et n est pas en menor effroi
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, narcB, 834, 0 258 416	nus ne m ot " 'parent que	j aie	n en set mot " 'que sont ore tuit devenu "
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, narcC, 190, 0 260 247	en travail " 'qu est ce que	j ai	por quoi tresail " 'or resent je trop dur mon lit
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, narcC, 230, 0 260 529	puis trover engien ni art " 'que	j aie	bien de nule part " 'ou c est li lis dont
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, narcC, 233, 0 260 558	sui tenre que ne suel " 'u	j ai	el cors ne sai quel rage " 'qui m escaufe mon
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, narcC, 290, 0 261 055	dius porrai je vivre tant " 'ke	j en	face auques mon talant " 'que je ne soie de lui
j, PRO:pers:suj:1:sg:unb, PRO:pers, ADVgen, je, jà, narcC, 390, 0 261 817	ai perdu le sens " 'k ai	j ore	dit quant me porpens " 'si me retieng del tout por
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, narcC, 439, 0 262 140	'quant il vendra " 'donés que	j aie	hardement " 'de tout dire seurement " a itant fine sa
j, PRO:pers:suj:1:sg:unb, PRO:pers, PROadv, je, y, narcC, 702, 0 264 128	m ocit " 'las entent ele que	j ai	dit " 'nenil espoir trop est parfont " 'par diu
