Référence	ContexteGauche	Pivot	ContexteDroit
jo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, rolandox, 2902, 0 021 786	ciel ne quid aveir ami un sul se	jo ai	parenz n en i ad nul si proz " trait ses crignels
jo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, rolandox, 3768, 0 028 200	fui al rei marsiliun par mun saveir vinc	jo a	guarisun jo desfiai rollant le poigneor e oliver e tuiz lur cumpaignun
jo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, rolandox, 3825, 0 028 636	est parjurez e malmis pur co le juz	jo a	pendre e a murir e sun cors metre si cume fel ki
jo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, rolandox, 3829, 0 028 665	m en voeille desmentir a ceste espee que	jo ai	ceinte ici mun jugement voel sempres guarantir " respundent franc 'or
jo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, rolandox, 3950, 0 029 583	" cil li respunt 'qu en fereie	jo e	el " od yy serjanz par force les cunduit yy en i
jo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, gorm, 347, 0 032 019	aportai le nef d or mier cele mis	jo a	seint richier que vus arsistes sun mustier mesavenir vus en deit bien
jeo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, gorm, 424, 0 032 478	sort si jeo veneie en icest ost que	jeo i	serreie u pris u mort or sai jeo bien que veir dist
jo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 27, 0 033 980	sa irae e en sa furur trublerat eals	jo acertes	ordenai men rei sur syon mun saint munt je recunterai le cumandement
jo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 53, 0 034 154	munt tutes ures jo dormi e si sumellai	jo esveillai	kar nostre sire suscitat mei nient ne criendrai millers de pueple ki
jo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 94, 0 034 419	hume de sancs e tricheur abomerat nostre sire	jo acertes	en la multitudine de la tue misericorde jo enterrai en ta maisun
jo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 95, 0 034 428	acertes en la multitudine de la tue misericorde	jo enterrai	en ta maisun jo aurerai el tuen saint temple en ta crieme
jo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 96, 0 034 433	la tue misericorde jo enterrai en ta maisun	jo aurerai	el tuen saint temple en ta crieme sire demeine mei en la
jo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 196, 0 035 101	mun quer jo recunterai tutes les tues merveilles	jo esleecerai	e esjoirai en tei jo chanterai al tuen num haltisme cum chaerunt
jo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 223, 0 035 297	tes loenges es portes de la fille sion	jo esleescerai	el tuen saluable plungé sunt la gent el destruement que il firent
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 323, 0 036 014	sire li miens deus enlumine les oilz que	je unches	ne dorme en mort que alcune fiede ne diet li meins enemis
jeo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 327, 0 036 042	mien enemi se esleecerunt cum jo serai esmout	jeo acertes	en la tue misericorde me afi esleecat li miens quers en tuen
jo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 362, 0 036 285	serat mout en parmanabletet warde mei deus kar	jo esperai	en tei disanz al seignur li miens deus tu ies bien a
jo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 398, 0 036 548	tes sentes e nient ne esculurgerunt mes estraces	jo apelai	tei kar tu orras mei deus encline la tue oreille a mei
jo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 419, 0 036 714	filz e lerrunt lur remesilles a lur enfanz	jo acertes	en justise verrai la tue face jo serai aemplit cum jo veillerai
jeo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 421, 0 036 732	aemplit cum jo veillerai de la tue semblance	jeo amerai	tei sire ma force li sires la meie pierre e la meie
jo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 423, 0 036 757	miens salvere li miens deus li miens forz	jo espererai	en lui li miens escuz e corne de ma salut li miens
jo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 425, 0 036 775	ma salut li miens receverre le loét seignur	jo apelerai	e de mes enemis serai salf avirunerent mei les cordes de mort
jo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 431, 0 036 812	li laz de mort en la meie tribulatiun	jo apelerai	mun seignur e al mien deu jo crierai il orrat del suen
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 514, 0 037 398	salvet al seignur e nient ne orrat eals	je esfacerai	eals si cume puldre devant la face del vent cume palud des
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 636, 0 038 213	en tei sunt afiét e ne sunt cunfus	je acertes	sui verms e nient bers repruce de humes e despit de pueple
jeo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 705, 0 038 681	le suen num mais ja seit iceo que	jeo irai	el val de umbre de mort ne criendrai mal kar tu ies
jeo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 714, 0 038 744	mei tuz les jurz de ma vie e	jeo abiterai	en la maisun del seignur en lungur de jurz al seinur est
jeo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 782, 0 039 209	aneme e delivre mei ne seie cunfundud kar	jeo esperai	en tei simplicited e dreiture guarderunt mei kar je atendi tei raachate
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 784, 0 039 219	en tei simplicited e dreiture guarderunt mei kar	je atendi	tei raachate deus israel de tutes ses anguisses jugiez mei deus kar
jeo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 788, 0 039 233	de tutes ses anguisses jugiez mei deus kar	jeo en	la meie simplicite alai e el seignur jeo afianz ne defaldrai prueve
jeo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 789, 0 039 242	en la meie simplicite alai e el seignur	jeo afianz	ne defaldrai prueve mei sire e essaie mei suflae mes reins e
jeo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 793, 0 039 270	en l esguardement de mes oilz est e	jeo irai	en la tue verte je ne sis od humes de vanite e
jeo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 799, 0 039 308	serrai jeo laverai en nientnuisance mes palmes e	jeo avirunerai	le tuen altel sire que par clere voiz preeche ta loenge e
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 802, 0 039 328	loenge e recunte tutes les tues merveilles sire	je amai	l abitacle de ta maisun e le liu del tabernacle de ta
jeo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 808, 0 039 374	la destre d eals est remplie de duns	jeo acertes	en la meie simplicite irai raachate mei e aies merci de mei
jeo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 823, 0 039 458	quers si esdrecerat encuntre mei bataille en iceo	jeo afierai	une requis del seignur iceo requerrai que je abite en la meisun
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 826, 0 039 467	afierai une requis del seignur iceo requerrai que	je abite	en la meisun del seignur tuz les jurz de ma vie que
jeo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 857, 0 039 651	drecerent encuntre mei fals testimonie e aperte mencunge	jeo acertes	crei que jeo veie les biens del seignur en la terre des
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 884, 0 039 819	escuz en lui est afiez mis quers e	je oi	ajutorie esleciez est mis quers e el mien chant je regeirai a
jeo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 914, 0 040 021	li sires beneistrat a suen pueple en pais	jeo essalcerai	tei sire kar tu salvas mei e nient ne esleescas les miens
jeo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 926, 0 040 101	al vespre demurrat pluremenz e el matin loenge	jeo acertes	dis en la meie abundance ne serai mout en parmanableteth sire en
jeo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 958, 0 040 305	vertet tu hais les guardanz vanitez en vein	jeo acertes	el seignur m afiai jeo m esjoirai e esleecerai en la tue
jeo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 977, 0 040 435	quer faiz sui si cume veisels perduz kar	jeo oi	lae reproce de mulz congregatiun en avirunement cum aunassent cunseil envers mei
jeo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 981, 0 040 457	e que il tolissent la meie aneme purpensoent	jeo acertes	en tei esperai sire je dis li miens deus tu es en
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 988, 0 040 511	misericorde sire que je ne seie cunfundut kar	je apelai	tei seient cunfundut li felun taisent en enfern seient fait mut levres
jeo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 1006, 0 040 606	fist sa misericorde a mei en citet guarnie	jeo acertes	je dis en ma esbaisur jeo sui dejetét de l eswardement de
jeo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 1037, 0 040 815	meie loenge salvanz des avirunanz mei tutes ures	jeo enseignerai	tei e musterai a tei veie par la quelle ailles e jeo
jeo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 1113, 0 041 327	alez fil oiez mei la creime nostre seignur	jeo enseignerai	vus ki est huem ki voillet vie amanz vedeir bons jurz guarde
jeo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 1166, 0 041 668	mei mals pur bien barainete de ma aneme	jeo acertes	cum jeo fusse affebli de eals esteie vestut de haire jeo humiliowe
jeo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 1286, 0 042 486	la main de lui emfes fui e acertes	jeo enveilli	e je ne vi juste deguerpit ne sa semence querant pain tote
jeo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 1334, 0 042 822	sui e encurvez sui mult tute jurn pluranz	jeo aloe	kar mes illiers sunt empliz de vergoigne e nen est santet en
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 1337, 0 042 838	vergoigne e nen est santet en ma char	je enviezci	e turmentez sui trop ruieie del gemissement de mun quer sire devant
jeo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 1348, 0 042 926	mei parlowent agueiz e tricheries tute jurn pensowent	jeo acertes	si cum li surz ne oeie e si cume li muz ne
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 1350, 0 042 944	cume li muz ne uvroe ma buche e	je esteie	si cume huem nient oanz e nient avanz en sa buche repernemenz
jeo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 1358, 0 043 006	mei est tutes ures kar la meie iniquitet	jeo annuncierai	e serai faiz tristes pur men pechiet li mien enemi acertes vivanz
jeo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 1372, 0 043 095	par taisance desque li fels est encuntre mei	jeo amui	par taisance jeo me toi de bien e la meie dolurs est
jeo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 1392, 0 043 230	delivre mei repruece a fol ne poses mei	jeo amui	nient ne aovri ma buche kar tu l fesis tol de mei
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 1405, 0 043 322	ainz que je voise e ne parmaine atendant	je atendi	le seignur e enclinez est a mei e il oit la meie
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 1431, 0 043 487	la tue lei el milliu de mun ventre	je annunciai	le juste en mult eglise este vus mes levres ne deveerai sire
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 1434, 0 043 509	tu l coneus la tue justise ne repuns	je el	milliu de men quer la tue feid e ta salut dis je
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 1456, 0 043 652	magnifiez seit li sires ki aiment ta salut	je acertes	sui busuinanz e povres li sires curius serat pur mei la meie
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 1468, 0 043 739	merci de mei sane la meie aneme kar	je ai	pechét a tei li mien enemi parlerunt mal a mei quant murrat
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 1479, 0 043 817	mais e li uem mes paisibles en qui	je oi	fiance ki manjout men pain levat encuntre mei sa plante tu acertes
jeo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 1486, 0 043 859	nient ne esleecat li miens enemis a mei	jeo acertes	en la meie simplicitet sui aidiét de tei e tu establiras mei
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 1495, 0 043 922	meie aneme a deu fontaine vivante quant vendrai	je e	aparrai devant la tue face furent a mei mes lermes pains par
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 1501, 0 043 954	u est tes deus d ices choses recordai	je e	si espandi en mei la meie aneme kar je vendrai a l
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 1546, 0 044 215	tuen saint munt e as tuens tabernacles e	je enterrai	a l altel deu al deu de leece e de mun esjoissement
jeo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 1735, 0 045 501	saveirs e le purpense de men quer cuintises	jeo enclinerai	a parole la meie oreille je aoverrai en harpe ma devinaille purquei
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 1736, 0 045 508	cuintises jeo enclinerai a parole la meie oreille	je aoverrai	en harpe ma devinaille purquei crendrai jeo en jurz de mal li
jeo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 1737, 0 045 516	je aoverrai en harpe ma devinaille purquei crendrai	jeo en	jurz de mal li iniquitet del mien talun avirunerat mei chi fiance
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 1821, 0 046 078	tu aasmas mei a estre semblant a tei	je arguerai	tei e proposerai devant tes oilz entendez ices choses ki ubliez deu
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 1851, 0 046 305	tuen jesu e d espirit puissant cunferme mei	je enseignerai	les feluns les tues veies e li pecheur a tei revertirunt delivre
jeo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 1883, 0 046 503	ses richeises e cunfortez est en ses agueiz	jeo acertes	si cume olive verdeant en la maisun deu esperai en la misericorde
jeo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 1966, 0 047 012	cungregatiun d eals e en milliu d eals	jeo acertes	a deu crierai e li sires salverat mei el vespre e el
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 1990, 0 047 152	sancs e li tricheur ne mipartirunt lur jurz	je acertes	fiance ai de tei aiez merci de mei deus kar decalcat mei
jeo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 1996, 0 047 191	encuntre mei tres haltement quelqueunches jur espoentez serai	jeo en	tei m afierai en deu loai la parole de lui en deu
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 2026, 0 047 373	de tes eles espererai desque trespassent li agueit	je apelerai	deu le tres halt deu mun vengeur il enveirat del ciel e
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 2114, 0 047 973	e cum il ne serunt saulét si murmurerunt	je acertes	chanterai tuen empirie e je loerai par matin la tue misericorde kar
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 2156, 0 048 236	tres guarnie de la face de l enemi	je irai	en pelerinage el tuen tabernacle asiduelment espererai en la cuverture de tes
jeo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 2312, 0 049 218	fu e ewe e forsmenas nus en refrigerie	jeo enterrai	en la tue maisun en sacrefises je rendrai a tei mes vuz
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 2315, 0 049 244	tei mes levres e parlat ma buche cume	je esteie	travaillié sacrefises moulez offerai a tei od encens de multuns je faerai
jeo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 2485, 0 050 350	est atriblét mis quers e desesperez sui e	jeo atendi	ki curecast e ne fut e ki cunfortast e ne l trovai
jeo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 2503, 0 050 477	vivanz e od les justes ne serunt escrit	jeo acertes	povres e dolenz la tue salut deus recut mei jeo loerai le
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 2532, 0 050 657	seit magnifiéd deus cil ki aiment tun salud	je acertes	sui busuignus e povres deus haste tei pur mei o la meie
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 2541, 0 050 707	salve mei seies a mei fort habitacles que	je i	entre asiduelment tu cumandas que tu salvereies mei kar tu ies la
jeo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 2568, 0 050 892	de confusiun cil ki querent mal a mei	jeo acertes	asiduelment atendrai e si ajusterei sur tutes les tues loenges la meie
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 2573, 0 050 923	salut pur ceo que je ne cuneui letreures	je enterrai	es forces del seignur deu je recorderai de ta sule justise deus
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 2579, 0 050 962	e a chienes deus ne deguerpisses mei desque	je anuncie	tun braz a generatiun e a tuz ces ki sunt a venir
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 2590, 0 051 027	multiplieras ta grandesce e tu convertiz conforteras mei	je acertes	regehirai a tei en vaisels de salterie la tue vertet o tu
jeo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 2650, 0 051 424	bien prof sunt espandut li mien pas kar	jeo enviai	encuntre mes enemis la pais des feluns veanz que il ne repurpenserent
jeo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 2676, 0 051 586	tes filz ai deguerpi e jeo pensai que	jeo entendisse	iceo travail en mes oilz desque je vienge al saintuarie deu e
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 2690, 0 051 671	si cume jumend sui faiz envers tei e	je esteie	tutes ures od tei e teneies la main de ma destre en
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 2695, 0 051 704	est a mei en ciel e que voil	je od	tei en terre deguastee est ma charns e mis quers la force
jeo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 2771, 0 052 235	fors li bevant tuit li felun de terre	jeo acertes	annuntierai en parmanablete chanterai al deu jacob e tutes les cornes des
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 2810, 0 052 488	esperiz je deveeie l esguardement de mes oilz	je esbahisseie	e si ne parlowe jeo purpensoe jurz anciens e anz anciens des
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 2850, 0 052 723	enclinez vostre oreille as paroles de ma buche	je aoverrai	en proverbes ma buche je parlerai anciens devinemenz quels choses oimes e
jeo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 3101, 0 054 436	en tribulatiun apalas mei e je delivrai tei	jeo oi	tei en repostaille de tuneire provai tei sur l ewe de contredictiun
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 3201, 0 055 073	est uns jurs en tes aitres sur millers	je eslis	dejez estre en la maisun de mun deu mais que habiter es
jeo, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 3224, 0 055 223	misericorde e la tue salu dune a nus	jeo orrai	que parolet damnesdeus kar il parlerad pais a sun pueple e a
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 3314, 0 055 826	alant li miens oilz est affebliiéd de afflictiun	je apelai	tei sire tute jurn espandi a tei mes palmes dunne fras tu
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 3322, 0 055 882	justise en terre ki a ubliance est livree	je acertes	a tei sire criai e par matin la meie oreisuns devancirad tei
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 3341, 0 056 010	desque en parmanablete establirai la tue semence e	je edifierai	en generatiun e generatiun tun throne li ciel regehirunt tes merveilles o
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 3388, 0 056 363	tu mes deus e fortece de ma sante	je acertes	premerein engendré poserai lui halt as reis de la terre en parmanablete
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 3507, 0 057 227	mei s est aers e jeo l deliverrai	je eshalcerai	lui kar il cunut le mien num il apelerad mei e jeo
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 3759, 0 058 848	en veie parfeite quant tu vendras a mei	je irai	en la simpliite de mun quer el milliu de ma maisun je
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 3780, 0 058 961	matin perdrai tuz les feluns de terre que	je ocie	de la cite del seignur tuz ki ovrent felunie sire oi la
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 3787, 0 059 005	a mei la tue oreille en quelqueunches jurn	je apelerai	tei haste tei oi mei kar deguasté sunt si cume fums li
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 3793, 0 059 040	cume feins e faid sech mis quers kar	je ubliai	mangier men pain de la voiz del mien gemissement aerst ma buche
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 3968, 0 060 223	je sui plaised a tei la meie parole	je esleecerai	el seignur defisent li pecheur de terre e li felun en ultre
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 4275, 0 062 192	e oi mei deus parlad en sun saint	je esleecerai	departirai sichem e la vallee sochot mesurrai miens est galaad e miens
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 4297, 0 062 322	e escumbatirent mei en vein pur ceo que	je amoe	els cuntrarioent a mei je acertes orowe e poserent encuntre mei mal
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 4298, 0 062 328	ceo que je amoe els cuntrarioent a mei	je acertes	orowe e poserent encuntre mei mal pur bien e haenge pur la
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 4502, 0 063 630	dolur je trovai e le num del seignur	je apelai	je pri sire salve la meie aneme pius sires e justes e
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 4513, 0 063 688	mien oil de lermes mes piez de hurt	je irai	devant le seignur es terres des vivanz joe crei kar je parlai
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 4516, 0 063 702	terres des vivanz joe crei kar je parlai	je acertes	sui mult je dis en ma esbaissur chascuns huem ment quel chose
je, PRO:pers:suj:1:sg:unb, PRO:pers, PROper, je, je, psautier, 4519, 0 063 717	ma esbaissur chascuns huem ment quel chose rendrai	je al	seignur pur tutes les choses que il redunat a mei chalice de
